Teneur en P2O5 (%),Teneur en CaO (%),Teneur en SiO2 (%),Humidité (%),Granulométrie (mm),Site d'extraction,Qualité du Phosphate
28.4,23.86,2.18,4.08,1.92,Sidi Dawui,Moyenne
38.17,31.51,0.5,10.02,1.03,Sidi Dawui,Haute
22.78,22.02,1.97,9.41,0.2,Sidi Dawui,Moyenne
31.2,26.39,0.96,6.87,0.34,Sidi Dawui,Moyenne
33.59,42.25,0.5,3.58,1.68,Sidi Dawui,Moyenne
37.18,38.42,3.06,2.62,0.55,Sidi Dawui,Haute
38.98,44.8,0.5,5.09,0.55,Sidi Dawui,Haute
15.41,21.24,3.7,13.63,1.06,Sidi Chennane,Faible
18.54,20.0,1.66,11.31,0.53,Sidi Dawui,Faible
44.13,35.24,0.5,13.37,0.18,Sidi Dawui,Haute
35.52,30.56,2.94,12.64,0.48,Sidi Dawui,Haute
25.69,27.06,1.32,6.88,0.72,Sidi Dawui,Moyenne
46.62,50.34,0.5,7.96,0.64,Sidi Dawui,Haute
23.23,36.67,0.6,2.54,1.75,Sidi Chennane,Moyenne
43.23,33.33,0.5,10.81,1.07,Sidi Dawui,Haute
33.11,33.11,0.5,6.33,1.01,Sidi Dawui,Moyenne
35.48,43.16,1.76,2.42,2.52,Sidi Chennane,Haute
48.47,51.47,0.5,1.43,0.29,Sidi Dawui,Haute
30.23,32.46,4.02,10.44,3.5,Sidi Dawui,Moyenne
28.62,33.89,0.6,7.23,3.75,Sidi Chennane,Moyenne
38.37,44.09,3.14,0.13,0.91,Sidi Dawui,Haute
31.12,60.0,5.39,12.37,0.73,Sidi Chennane,Moyenne
16.42,26.77,6.85,9.29,2.93,Sidi Chennane,Faible
38.74,37.77,3.72,0.58,0.81,Sidi Dawui,Haute
29.17,40.08,0.6,4.57,1.33,Sidi Chennane,Moyenne
11.42,20.0,0.6,10.84,1.25,Sidi Chennane,Faible
21.73,20.0,3.21,0.89,1.48,Sidi Dawui,Moyenne
10.0,20.0,0.6,11.04,0.41,Sidi Chennane,Faible
30.05,24.79,0.5,7.57,1.42,Sidi Dawui,Moyenne
27.02,27.68,0.6,11.74,0.49,Sidi Chennane,Moyenne
31.96,47.73,0.6,12.83,0.62,Sidi Chennane,Moyenne
33.17,33.28,0.96,11.52,2.1,Sidi Dawui,Moyenne
32.76,43.16,0.6,1.17,0.67,Sidi Chennane,Moyenne
19.94,20.0,1.43,6.91,0.6,Sidi Dawui,Faible
11.77,20.0,6.33,4.78,1.18,Sidi Chennane,Faible
31.99,27.12,2.09,7.63,2.94,Sidi Dawui,Moyenne
35.99,35.23,1.56,14.49,6.85,Sidi Dawui,Haute
32.2,40.95,0.5,1.87,2.49,Sidi Dawui,Moyenne
13.69,20.0,1.86,12.98,2.47,Sidi Dawui,Faible
21.94,25.01,2.03,14.86,0.98,Sidi Chennane,Moyenne
14.28,20.0,1.25,14.85,7.75,Sidi Chennane,Faible
26.72,39.5,2.04,11.95,1.17,Sidi Chennane,Moyenne
35.84,28.25,0.5,6.98,0.97,Sidi Dawui,Haute
23.95,20.0,0.98,2.67,1.36,Sidi Dawui,Moyenne
19.26,30.1,0.6,9.12,1.24,Sidi Chennane,Faible
15.83,23.99,7.44,9.16,0.35,Sidi Chennane,Faible
22.11,34.14,2.24,4.75,0.57,Sidi Chennane,Moyenne
41.19,42.86,4.72,9.25,1.36,Sidi Dawui,Haute
16.29,23.29,4.41,1.75,0.53,Sidi Chennane,Faible
37.09,33.31,0.7,9.51,1.68,Sidi Dawui,Haute
19.16,29.87,0.6,13.45,1.03,Sidi Chennane,Faible
25.28,31.24,1.93,7.08,2.12,Sidi Dawui,Moyenne
31.53,29.09,0.5,11.47,0.91,Sidi Dawui,Moyenne
23.08,20.0,3.98,9.53,1.47,Sidi Dawui,Moyenne
19.01,22.67,2.4,0.05,0.23,Sidi Chennane,Faible
21.6,20.0,4.77,1.83,0.28,Sidi Dawui,Moyenne
50.0,51.95,3.12,11.62,0.53,Sidi Dawui,Haute
32.82,22.02,0.5,0.61,1.28,Sidi Dawui,Moyenne
18.09,27.9,5.71,14.34,0.54,Sidi Chennane,Faible
34.45,37.86,1.43,13.41,1.79,Sidi Dawui,Moyenne
31.48,22.77,6.12,5.44,1.36,Sidi Dawui,Moyenne
21.11,25.9,3.34,4.66,0.69,Sidi Chennane,Moyenne
26.37,38.56,0.74,9.19,1.2,Sidi Chennane,Moyenne
27.27,38.52,1.58,9.18,0.7,Sidi Chennane,Moyenne
27.67,29.88,3.44,1.34,1.29,Sidi Dawui,Moyenne
18.87,26.67,7.83,3.23,0.66,Sidi Chennane,Faible
30.0,35.83,0.5,9.55,1.37,Sidi Dawui,Moyenne
10.0,20.0,2.92,12.01,2.97,Sidi Chennane,Faible
18.71,20.0,7.7,2.88,0.37,Sidi Dawui,Faible
44.94,37.59,0.5,10.53,0.57,Sidi Dawui,Haute
47.47,52.84,0.5,13.06,0.59,Sidi Dawui,Haute
30.23,30.37,0.5,1.77,1.28,Sidi Dawui,Moyenne
26.13,41.43,0.6,6.59,1.95,Sidi Chennane,Moyenne
24.46,38.67,6.2,12.76,0.25,Sidi Chennane,Moyenne
50.0,41.71,0.5,5.56,0.86,Sidi Dawui,Haute
29.55,35.2,0.6,4.04,1.02,Sidi Chennane,Moyenne
31.34,26.42,0.5,11.18,2.02,Sidi Dawui,Moyenne
23.8,20.82,2.11,6.01,0.49,Sidi Dawui,Moyenne
12.38,20.0,9.04,10.59,1.79,Sidi Chennane,Faible
23.78,39.63,0.6,1.9,1.26,Sidi Chennane,Moyenne
25.62,30.34,0.5,8.3,4.13,Sidi Dawui,Moyenne
13.54,20.0,0.6,5.69,5.78,Sidi Chennane,Faible
26.62,25.59,1.88,14.96,1.89,Sidi Dawui,Moyenne
15.69,20.2,3.65,8.87,0.81,Sidi Chennane,Faible
33.13,48.51,0.6,10.23,1.48,Sidi Chennane,Moyenne
40.52,41.79,1.4,1.97,1.59,Sidi Dawui,Haute
22.45,36.45,7.61,14.88,1.52,Sidi Chennane,Moyenne
45.97,51.61,0.5,0.77,1.4,Sidi Dawui,Haute
22.99,21.44,0.66,1.06,1.53,Sidi Chennane,Moyenne
24.66,24.08,0.5,1.14,2.32,Sidi Dawui,Moyenne
32.1,56.23,0.6,13.06,5.8,Sidi Chennane,Moyenne
37.4,34.88,0.5,10.93,0.24,Sidi Dawui,Haute
23.06,27.1,0.5,14.6,2.83,Sidi Dawui,Moyenne
21.3,29.32,0.6,1.0,1.12,Sidi Chennane,Moyenne
24.53,25.19,6.98,10.38,0.53,Sidi Dawui,Moyenne
13.79,20.0,4.72,8.0,0.34,Sidi Chennane,Faible
28.33,34.01,0.6,9.59,1.28,Sidi Chennane,Moyenne
34.53,55.44,0.6,7.69,1.03,Sidi Chennane,Moyenne
19.77,22.46,2.68,10.13,0.42,Sidi Dawui,Faible
37.62,37.78,0.5,13.61,0.98,Sidi Dawui,Haute
26.58,21.56,3.82,8.81,2.29,Sidi Dawui,Moyenne
19.43,28.26,0.6,13.45,3.46,Sidi Chennane,Faible
18.77,32.35,0.6,11.73,1.11,Sidi Chennane,Faible
24.64,31.24,5.47,12.97,1.1,Sidi Dawui,Moyenne
22.81,31.34,0.6,9.89,1.65,Sidi Chennane,Moyenne
24.94,20.0,0.5,7.78,2.54,Sidi Dawui,Moyenne
24.2,39.48,0.6,1.04,1.16,Sidi Chennane,Moyenne
32.04,30.68,0.5,12.52,1.32,Sidi Dawui,Moyenne
30.33,34.73,1.02,3.63,0.73,Sidi Dawui,Moyenne
24.24,25.29,5.74,0.55,0.88,Sidi Dawui,Moyenne
27.25,23.55,1.76,7.79,0.6,Sidi Dawui,Moyenne
39.37,39.73,0.5,9.49,0.44,Sidi Dawui,Haute
37.06,44.52,0.5,9.93,0.38,Sidi Dawui,Haute
23.6,23.06,4.79,10.05,0.5,Sidi Dawui,Moyenne
23.13,28.09,3.43,9.81,0.47,Sidi Chennane,Moyenne
39.34,29.72,0.5,12.12,1.27,Sidi Dawui,Haute
11.98,20.0,4.92,11.54,1.43,Sidi Chennane,Faible
37.44,35.08,0.5,12.19,0.71,Sidi Dawui,Haute
26.47,29.81,0.5,6.9,0.51,Sidi Dawui,Moyenne
26.09,31.19,0.6,0.94,5.59,Sidi Chennane,Moyenne
17.69,31.66,3.21,9.59,0.7,Sidi Chennane,Faible
16.08,20.0,4.23,3.15,0.62,Sidi Dawui,Faible
17.69,24.03,5.84,12.89,0.28,Sidi Dawui,Faible
32.94,41.68,1.32,10.82,1.51,Sidi Dawui,Moyenne
34.86,35.62,2.53,11.49,4.29,Sidi Dawui,Moyenne
24.27,20.0,0.7,4.3,0.86,Sidi Dawui,Moyenne
26.52,37.98,1.49,9.5,0.76,Sidi Chennane,Moyenne
17.38,20.0,0.5,7.92,1.25,Sidi Dawui,Faible
31.9,25.65,0.5,4.03,1.28,Sidi Dawui,Moyenne
21.48,22.44,0.5,12.18,0.14,Sidi Dawui,Moyenne
26.57,23.2,0.8,8.25,1.68,Sidi Dawui,Moyenne
32.93,29.31,3.44,2.86,4.48,Sidi Dawui,Moyenne
24.67,23.9,1.27,4.58,1.05,Sidi Dawui,Moyenne
29.0,26.44,2.56,3.41,0.92,Sidi Dawui,Moyenne
41.66,54.98,0.5,4.69,1.89,Sidi Dawui,Haute
18.87,25.0,0.6,2.82,1.72,Sidi Chennane,Faible
40.1,42.83,0.5,5.57,1.15,Sidi Dawui,Haute
15.38,22.72,7.91,10.41,1.86,Sidi Chennane,Faible
25.84,39.35,1.5,14.39,1.93,Sidi Chennane,Moyenne
31.58,48.63,0.6,3.16,0.39,Sidi Chennane,Moyenne
13.0,20.0,0.5,4.5,0.4,Sidi Dawui,Faible
25.25,26.28,1.6,0.03,0.36,Sidi Dawui,Moyenne
37.75,39.06,0.5,3.38,0.3,Sidi Dawui,Haute
30.65,30.93,0.5,6.28,1.91,Sidi Dawui,Moyenne
24.84,35.11,0.6,6.93,1.92,Sidi Chennane,Moyenne
18.69,23.22,5.92,3.99,1.43,Sidi Chennane,Faible
33.29,32.98,0.5,2.25,3.78,Sidi Dawui,Moyenne
31.08,32.24,0.5,8.45,0.78,Sidi Dawui,Moyenne
29.86,45.8,0.6,6.14,0.58,Sidi Chennane,Moyenne
24.1,35.78,0.6,6.39,1.1,Sidi Chennane,Moyenne
24.63,34.3,0.6,13.42,2.49,Sidi Chennane,Moyenne
19.91,28.5,0.6,8.42,0.62,Sidi Chennane,Faible
28.06,25.67,0.5,5.83,4.73,Sidi Dawui,Moyenne
19.77,29.94,7.14,3.81,0.94,Sidi Chennane,Faible
24.99,34.86,0.6,6.43,1.51,Sidi Chennane,Moyenne
28.67,29.47,0.9,12.93,1.14,Sidi Dawui,Moyenne
35.14,40.55,0.5,14.48,0.73,Sidi Dawui,Haute
50.0,45.78,0.5,5.66,2.07,Sidi Dawui,Haute
27.99,44.14,0.6,3.13,0.06,Sidi Chennane,Moyenne
29.53,29.68,0.5,13.72,0.76,Sidi Dawui,Moyenne
43.43,56.94,0.5,2.17,1.89,Sidi Dawui,Haute
19.93,27.83,2.11,4.46,0.31,Sidi Chennane,Faible
10.0,20.0,17.86,3.06,0.57,Sidi Chennane,Faible
23.33,23.38,0.5,8.49,0.67,Sidi Dawui,Moyenne
15.48,20.0,0.5,6.13,0.77,Sidi Dawui,Faible
20.29,26.95,6.55,4.31,0.62,Sidi Chennane,Moyenne
32.67,37.09,0.5,11.52,0.44,Sidi Dawui,Moyenne
47.76,44.58,0.5,9.96,0.94,Sidi Dawui,Haute
35.48,23.36,0.5,14.93,1.9,Sidi Dawui,Haute
30.51,30.36,0.5,4.68,1.36,Sidi Dawui,Moyenne
40.05,33.32,0.5,12.68,2.27,Sidi Dawui,Haute
13.0,20.0,2.14,4.54,0.85,Sidi Dawui,Faible
23.98,42.91,3.88,0.14,2.74,Sidi Chennane,Moyenne
27.36,44.19,3.83,2.26,0.36,Sidi Chennane,Moyenne
19.04,23.55,3.45,7.63,2.85,Sidi Dawui,Faible
29.71,39.2,0.6,12.15,2.4,Sidi Chennane,Moyenne
35.58,34.8,0.5,0.86,0.28,Sidi Dawui,Haute
19.88,24.11,4.31,12.48,1.45,Sidi Chennane,Faible
38.26,34.23,1.74,10.74,0.9,Sidi Dawui,Haute
36.81,45.58,0.6,0.52,0.92,Sidi Chennane,Haute
23.65,27.29,6.27,1.59,1.05,Sidi Chennane,Moyenne
34.76,42.06,0.5,1.13,0.61,Sidi Dawui,Moyenne
19.61,20.0,6.03,10.18,2.12,Sidi Chennane,Faible
17.15,29.99,4.92,8.42,1.0,Sidi Chennane,Faible
40.06,47.73,0.5,5.38,0.41,Sidi Dawui,Haute
24.71,26.61,1.78,1.32,0.97,Sidi Dawui,Moyenne
22.95,27.47,0.67,5.89,0.68,Sidi Chennane,Moyenne
28.15,21.3,0.5,10.23,1.64,Sidi Dawui,Moyenne
36.86,33.75,0.5,1.4,0.35,Sidi Dawui,Haute
24.6,38.95,0.6,12.85,4.96,Sidi Chennane,Moyenne
41.94,41.96,0.5,0.94,1.1,Sidi Dawui,Haute
27.86,23.39,0.5,9.12,0.37,Sidi Dawui,Moyenne
20.8,35.35,0.6,2.84,0.85,Sidi Chennane,Moyenne
23.59,29.71,0.5,1.37,0.68,Sidi Dawui,Moyenne
19.7,27.46,5.61,5.32,0.53,Sidi Chennane,Faible
35.93,36.54,0.5,10.0,1.41,Sidi Dawui,Haute
39.39,30.25,5.26,1.82,5.96,Sidi Dawui,Moyenne
24.11,22.57,1.86,7.14,4.46,Sidi Dawui,Moyenne
27.98,43.59,2.2,6.09,1.17,Sidi Chennane,Moyenne
44.84,47.28,0.5,6.41,0.54,Sidi Dawui,Haute
25.1,33.43,0.6,14.15,1.25,Sidi Chennane,Moyenne
34.32,47.49,0.6,5.24,1.8,Sidi Chennane,Moyenne
17.63,23.71,7.57,14.87,1.18,Sidi Chennane,Faible
21.17,20.27,1.41,8.08,1.81,Sidi Dawui,Moyenne
16.31,20.0,4.02,12.64,1.43,Sidi Dawui,Faible
31.93,32.16,0.6,5.23,1.26,Sidi Chennane,Moyenne
38.45,38.01,0.5,1.27,0.38,Sidi Dawui,Haute
22.15,33.72,0.6,1.27,0.9,Sidi Chennane,Moyenne
24.26,31.97,0.6,8.61,4.61,Sidi Chennane,Moyenne
15.41,20.62,2.18,13.95,1.48,Sidi Chennane,Faible
50.0,50.96,0.5,1.07,2.55,Sidi Dawui,Haute
33.68,31.19,0.5,10.34,5.0,Sidi Dawui,Moyenne
33.5,33.53,0.5,8.45,0.39,Sidi Dawui,Moyenne
39.1,39.88,0.7,9.78,8.0,Sidi Dawui,Haute
36.88,24.96,0.5,3.23,2.18,Sidi Dawui,Haute
23.91,38.01,0.6,1.06,2.53,Sidi Chennane,Moyenne
25.31,24.18,3.28,1.12,0.59,Sidi Dawui,Moyenne
25.47,47.73,0.6,3.7,1.78,Sidi Chennane,Moyenne
49.63,40.53,0.5,3.2,0.53,Sidi Dawui,Haute
30.98,38.77,0.6,1.9,1.13,Sidi Chennane,Moyenne
47.0,45.53,0.5,3.97,1.31,Sidi Dawui,Haute
19.28,29.62,0.6,8.01,0.83,Sidi Chennane,Faible
16.27,20.0,2.64,14.24,2.51,Sidi Chennane,Faible
31.36,27.36,0.5,13.83,0.66,Sidi Dawui,Moyenne
33.01,36.01,0.5,4.08,0.2,Sidi Dawui,Moyenne
29.39,36.26,0.6,0.99,0.82,Sidi Chennane,Moyenne
11.84,20.7,12.53,14.93,2.73,Sidi Chennane,Faible
46.42,43.18,0.5,7.15,7.13,Sidi Dawui,Haute
31.06,26.76,0.5,14.67,2.86,Sidi Dawui,Moyenne
19.81,31.3,13.82,8.06,2.35,Sidi Chennane,Faible
23.29,29.05,0.5,13.3,0.74,Sidi Dawui,Moyenne
12.07,20.0,9.74,6.71,6.31,Sidi Chennane,Faible
27.69,47.75,0.6,9.33,1.73,Sidi Chennane,Moyenne
33.17,41.72,0.5,8.04,1.78,Sidi Dawui,Moyenne
20.76,20.0,1.35,3.3,1.65,Sidi Dawui,Moyenne
14.34,23.71,4.71,11.46,0.4,Sidi Chennane,Faible
29.44,22.54,0.5,0.82,1.36,Sidi Dawui,Moyenne
47.69,50.81,0.5,5.44,0.31,Sidi Dawui,Haute
30.14,29.81,0.5,13.05,1.94,Sidi Dawui,Moyenne
18.82,22.42,0.5,7.54,1.31,Sidi Dawui,Faible
30.26,35.72,3.6,1.16,0.6,Sidi Dawui,Moyenne
20.78,32.65,0.6,3.11,2.46,Sidi Chennane,Moyenne
13.0,20.0,10.08,1.64,0.75,Sidi Dawui,Faible
22.16,34.51,2.5,4.16,0.77,Sidi Chennane,Moyenne
30.4,30.69,0.5,2.48,1.53,Sidi Dawui,Moyenne
38.84,38.47,2.71,10.68,0.99,Sidi Dawui,Haute
49.33,60.0,0.5,9.89,1.21,Sidi Dawui,Haute
29.6,53.03,0.6,2.03,2.28,Sidi Chennane,Moyenne
30.05,29.4,0.5,6.67,0.55,Sidi Dawui,Moyenne
22.43,23.25,0.5,4.44,0.52,Sidi Dawui,Moyenne
38.71,56.62,0.6,5.06,0.83,Sidi Chennane,Haute
33.04,24.85,2.12,8.64,0.95,Sidi Dawui,Moyenne
32.63,30.94,3.31,13.48,1.67,Sidi Dawui,Moyenne
32.28,40.22,0.5,13.46,4.73,Sidi Dawui,Moyenne
23.75,30.35,0.6,6.2,0.97,Sidi Chennane,Moyenne
21.59,41.33,0.6,5.9,1.03,Sidi Chennane,Moyenne
18.89,32.2,2.16,7.77,0.59,Sidi Chennane,Faible
27.52,29.22,7.44,7.11,0.54,Sidi Dawui,Moyenne
32.2,34.98,0.5,0.93,1.72,Sidi Dawui,Moyenne
19.08,23.67,0.6,8.68,1.03,Sidi Chennane,Faible
18.01,24.95,4.69,8.77,2.71,Sidi Chennane,Faible
33.47,40.89,2.13,6.76,2.49,Sidi Dawui,Moyenne
30.18,27.33,0.5,6.21,2.0,Sidi Dawui,Moyenne
46.19,53.73,1.79,14.08,0.31,Sidi Dawui,Haute
10.0,20.0,0.89,9.01,1.73,Sidi Chennane,Faible
42.43,34.61,3.12,12.24,0.47,Sidi Dawui,Haute
30.35,56.66,0.6,14.31,0.22,Sidi Chennane,Moyenne
13.63,20.0,7.15,12.15,1.19,Sidi Dawui,Faible
29.38,26.95,1.36,14.14,2.96,Sidi Dawui,Moyenne
29.12,35.22,2.33,11.39,1.77,Sidi Dawui,Moyenne
19.69,23.47,4.24,2.55,0.49,Sidi Dawui,Faible
25.42,29.02,4.57,3.4,9.37,Sidi Dawui,Moyenne
15.5,20.43,2.04,2.91,1.92,Sidi Chennane,Faible
33.54,46.31,0.6,4.83,0.51,Sidi Chennane,Moyenne
41.01,42.98,0.5,5.32,0.19,Sidi Dawui,Haute
44.07,48.78,0.5,12.17,0.85,Sidi Dawui,Haute
27.05,36.01,0.6,5.41,0.21,Sidi Chennane,Moyenne
22.23,22.81,6.79,10.91,0.44,Sidi Dawui,Moyenne
19.2,28.87,3.71,13.56,0.26,Sidi Chennane,Faible
36.95,44.27,0.62,1.72,0.55,Sidi Dawui,Haute
21.38,23.86,5.09,0.0,0.65,Sidi Dawui,Moyenne
26.99,29.95,0.6,13.33,0.5,Sidi Chennane,Moyenne
30.31,29.32,5.98,3.57,6.3,Sidi Dawui,Moyenne
20.14,24.93,0.6,2.3,0.86,Sidi Chennane,Moyenne
38.97,42.38,0.5,4.43,2.89,Sidi Dawui,Haute
36.54,41.73,0.5,2.79,1.58,Sidi Dawui,Haute
20.23,29.67,0.6,11.9,0.85,Sidi Chennane,Moyenne
43.05,41.27,0.5,9.52,0.68,Sidi Dawui,Haute
22.66,22.9,1.93,2.51,2.95,Sidi Dawui,Moyenne
26.38,39.33,7.33,8.75,0.44,Sidi Chennane,Moyenne
37.9,34.17,1.5,3.12,0.61,Sidi Dawui,Haute
20.55,24.12,0.6,2.96,0.6,Sidi Chennane,Moyenne
35.47,24.28,0.63,8.93,1.06,Sidi Dawui,Haute
21.11,25.23,0.5,9.97,0.48,Sidi Dawui,Moyenne
28.32,44.03,0.6,5.19,2.12,Sidi Chennane,Moyenne
30.82,32.54,0.5,11.45,2.36,Sidi Dawui,Moyenne
27.74,33.14,0.5,12.56,0.56,Sidi Dawui,Moyenne
42.05,33.92,0.5,13.75,1.52,Sidi Dawui,Haute
18.06,20.0,0.6,9.39,0.51,Sidi Chennane,Faible
19.68,20.85,0.5,3.3,1.15,Sidi Dawui,Faible
18.33,20.0,4.37,11.23,2.55,Sidi Dawui,Faible
38.01,27.89,1.89,1.62,1.09,Sidi Dawui,Haute
20.85,22.0,3.38,2.72,0.92,Sidi Dawui,Moyenne
48.47,45.48,0.5,12.49,6.23,Sidi Dawui,Haute
10.0,20.0,1.47,13.66,1.33,Sidi Chennane,Faible
33.19,45.48,0.6,1.0,0.51,Sidi Chennane,Moyenne
23.83,21.49,0.6,4.68,0.48,Sidi Chennane,Moyenne
21.89,28.74,0.6,9.44,6.19,Sidi Chennane,Moyenne
27.54,24.56,3.89,14.08,0.55,Sidi Dawui,Moyenne
36.13,39.23,0.5,8.56,0.57,Sidi Dawui,Haute
32.16,31.37,2.11,12.31,1.02,Sidi Dawui,Moyenne
29.45,46.72,0.6,13.84,1.8,Sidi Chennane,Moyenne
33.54,20.38,0.5,7.79,0.37,Sidi Dawui,Moyenne
23.45,29.5,3.15,11.11,0.8,Sidi Chennane,Moyenne
29.19,31.69,3.01,9.94,0.34,Sidi Dawui,Moyenne
31.98,30.46,0.5,10.07,0.88,Sidi Dawui,Moyenne
35.3,39.89,0.5,7.76,1.93,Sidi Dawui,Haute
11.73,20.0,5.29,9.35,0.82,Sidi Chennane,Faible
14.01,22.51,0.6,8.32,4.83,Sidi Chennane,Faible
39.26,35.4,0.5,9.57,0.51,Sidi Dawui,Haute
34.05,30.2,0.5,7.58,1.19,Sidi Dawui,Moyenne
21.34,35.53,0.6,3.34,2.85,Sidi Chennane,Moyenne
32.67,38.51,1.49,10.4,2.24,Sidi Dawui,Moyenne
24.69,41.34,0.6,5.76,8.28,Sidi Chennane,Moyenne
27.59,36.24,0.77,1.92,1.3,Sidi Dawui,Moyenne
17.6,30.37,0.6,12.77,0.49,Sidi Chennane,Faible
34.28,30.09,0.99,2.72,1.07,Sidi Dawui,Moyenne
16.34,24.11,4.67,8.11,0.51,Sidi Chennane,Faible
36.22,34.21,1.45,10.82,1.1,Sidi Dawui,Haute
11.77,22.32,4.29,9.72,2.68,Sidi Chennane,Faible
28.98,48.98,0.6,2.41,1.75,Sidi Chennane,Moyenne
36.8,35.73,0.5,2.91,0.92,Sidi Dawui,Haute
24.11,39.53,0.6,2.23,0.58,Sidi Chennane,Moyenne
41.44,33.59,0.5,1.09,1.3,Sidi Dawui,Haute
47.66,49.49,0.5,4.25,1.53,Sidi Dawui,Haute
41.73,35.71,3.02,7.86,0.37,Sidi Dawui,Haute
10.9,20.0,0.6,2.59,0.44,Sidi Chennane,Faible
20.86,23.37,5.07,14.56,0.79,Sidi Dawui,Moyenne
26.81,30.56,0.5,10.48,0.34,Sidi Dawui,Moyenne
32.74,35.04,0.5,8.75,0.23,Sidi Dawui,Moyenne
37.21,36.16,0.5,10.22,0.44,Sidi Dawui,Haute
25.9,20.85,0.5,6.54,1.36,Sidi Dawui,Moyenne
23.68,28.09,0.6,7.05,1.08,Sidi Chennane,Moyenne
25.63,21.8,0.5,13.33,0.7,Sidi Dawui,Moyenne
26.94,25.97,0.5,10.83,0.47,Sidi Dawui,Moyenne
19.7,22.96,0.5,8.82,1.34,Sidi Dawui,Faible
24.1,28.03,5.37,14.25,1.29,Sidi Dawui,Moyenne
20.2,20.0,0.5,9.94,2.7,Sidi Dawui,Moyenne
23.62,21.1,0.5,5.98,0.13,Sidi Dawui,Moyenne
42.09,37.43,0.5,0.71,0.25,Sidi Dawui,Haute
16.52,20.0,5.67,5.86,2.12,Sidi Chennane,Faible
39.08,60.0,0.6,13.87,1.46,Sidi Chennane,Haute
25.61,35.59,0.6,0.67,2.11,Sidi Chennane,Moyenne
34.18,33.59,0.5,2.77,0.49,Sidi Dawui,Moyenne
24.69,29.8,1.0,12.13,0.73,Sidi Dawui,Moyenne
26.91,39.4,0.6,5.47,0.36,Sidi Chennane,Moyenne
18.87,25.46,0.6,2.79,0.15,Sidi Chennane,Faible
33.61,36.57,0.5,12.23,1.12,Sidi Dawui,Moyenne
50.0,60.0,0.5,8.38,3.1,Sidi Dawui,Haute
31.63,33.07,0.5,8.23,0.87,Sidi Dawui,Moyenne
29.74,47.51,0.6,4.41,0.56,Sidi Chennane,Moyenne
26.1,25.52,0.5,10.13,0.41,Sidi Dawui,Moyenne
32.18,31.78,0.74,12.93,2.44,Sidi Dawui,Moyenne
48.61,49.46,0.5,11.25,1.07,Sidi Dawui,Haute
26.79,23.69,0.5,9.19,1.1,Sidi Dawui,Moyenne
48.99,44.71,0.5,5.26,0.32,Sidi Dawui,Haute
26.96,47.2,0.69,12.82,0.48,Sidi Chennane,Moyenne
27.38,35.84,0.5,8.49,1.8,Sidi Dawui,Moyenne
38.25,47.63,3.71,13.34,0.66,Sidi Dawui,Haute
41.35,32.93,0.5,3.81,0.59,Sidi Dawui,Haute
26.42,29.82,1.49,9.81,7.45,Sidi Chennane,Moyenne
18.21,20.0,0.5,14.03,1.06,Sidi Dawui,Faible
17.92,26.42,0.6,5.61,0.87,Sidi Chennane,Faible
30.25,20.0,0.5,14.27,0.9,Sidi Dawui,Moyenne
22.03,28.94,0.6,5.89,0.58,Sidi Chennane,Moyenne
38.15,46.41,0.89,6.57,0.94,Sidi Dawui,Haute
23.62,39.27,0.6,12.1,4.72,Sidi Chennane,Moyenne
20.35,20.0,6.33,3.91,1.39,Sidi Dawui,Moyenne
24.9,33.56,0.6,10.59,0.28,Sidi Chennane,Moyenne
26.35,41.38,0.6,4.48,0.7,Sidi Chennane,Moyenne
37.59,43.0,0.5,8.91,1.09,Sidi Dawui,Haute
42.34,38.86,0.5,11.64,0.3,Sidi Dawui,Haute
27.75,38.64,0.6,0.39,0.69,Sidi Chennane,Moyenne
36.68,33.48,0.5,1.33,0.46,Sidi Dawui,Haute
22.06,25.34,1.44,14.02,0.73,Sidi Chennane,Moyenne
17.39,20.0,1.41,12.24,1.06,Sidi Dawui,Faible
25.21,34.75,0.6,13.16,1.75,Sidi Chennane,Moyenne
34.39,27.72,8.29,6.58,0.4,Sidi Dawui,Moyenne
34.97,38.45,0.5,10.75,0.93,Sidi Dawui,Moyenne
20.88,22.43,2.75,14.97,0.77,Sidi Dawui,Moyenne
22.66,25.09,1.24,6.49,0.84,Sidi Dawui,Moyenne
29.13,37.11,2.3,12.7,0.52,Sidi Chennane,Moyenne
22.25,22.33,0.64,1.19,0.96,Sidi Chennane,Moyenne
26.79,41.48,0.6,8.16,1.48,Sidi Chennane,Moyenne
32.76,29.41,6.89,5.0,0.33,Sidi Dawui,Moyenne
32.77,28.28,0.5,7.85,3.99,Sidi Dawui,Moyenne
41.04,33.1,0.5,1.71,2.12,Sidi Dawui,Haute
27.8,26.63,3.4,5.52,0.28,Sidi Dawui,Moyenne
23.11,41.47,0.6,1.15,3.18,Sidi Chennane,Moyenne
28.29,26.09,2.83,6.8,3.36,Sidi Dawui,Moyenne
28.55,23.76,0.5,6.63,0.67,Sidi Dawui,Moyenne
29.69,32.66,3.33,4.95,1.18,Sidi Dawui,Moyenne
34.52,35.44,2.35,14.22,1.08,Sidi Dawui,Moyenne
28.14,20.0,0.5,1.24,0.33,Sidi Dawui,Moyenne
43.93,48.4,0.5,12.37,2.27,Sidi Dawui,Haute
16.86,32.34,0.6,5.32,0.22,Sidi Chennane,Faible
30.8,20.0,0.5,2.99,1.26,Sidi Dawui,Moyenne
